emp_id,emp_name,skill_id,skill_name,proficiency_level,no_of_projects_done_in_that_skill,certifications
E1502,Jennifer Miller,S003,Node.js,4,4,Yes
E2839,Shawn Smith,S003,Node.js,3,2,No
E3448,Cindy Brown,S003,Node.js,1,4,No
E1251,Joseph Walker,S002,React,1,1,No
E837,Christina Miller,S014,Client Management,5,4,No
E445,Jasmine Williams,S004,Docker,3,3,Yes
E2590,Nicholas Kim,S014,Client Management,4,3,No
E3025,Jonathon Peterson,S002,React,3,4,No
E3807,Jason Patterson,S012,Project Management,6,11,Yes
E438,Nicholas Matthews,S007,SQL,1,2,No
E219,Amy Carter,S014,Client Management,5,2,No
E1344,Barbara Barnett,S009,Data Visualization,4,3,No
E3791,Ms. Laura Jones,S008,Machine Learning,3,1,Yes
E166,John Hill,S012,Project Management,8,10,Yes
E3592,Joanne Armstrong,S011,Consulting Basics,5,1,Yes
E510,Michael Valdez,S009,Data Visualization,1,3,No
E1729,Elizabeth Baker,S011,Consulting Basics,2,3,Yes
E1804,Michael Brown,S009,Data Visualization,4,1,No
E1158,Mary Crawford,S004,Docker,1,4,Yes
E4851,Ronald Carey,S010,Big Data,4,4,No
E2297,Brenda Matthews,S001,JavaScript,2,2,No
E990,Justin Mays,S003,Node.js,2,3,No
E1575,Kristi Nguyen,S008,Machine Learning,3,1,No
E4904,Gina Hancock,S003,Node.js,8,11,No
E4215,Nancy Robinson,S015,Risk Management,3,1,Yes
E3458,Priscilla Long,S002,React,5,4,Yes
E3283,Sharon Clark,S010,Big Data,2,2,Yes
E2370,Jay Hall,S008,Machine Learning,2,2,No
E1696,Robert Woodard,S012,Project Management,1,2,No
E4602,Andrew Morris,S015,Risk Management,4,3,Yes
E4430,Veronica Jensen,S004,Docker,4,1,No
E3136,Mr. Corey Tanner,S006,Python,4,4,No
E2516,Katherine James,S014,Client Management,2,2,Yes
E2473,Steven Nunez,S002,React,1,3,Yes
E4540,Dr. Lori Burton,S009,Data Visualization,9,12,Yes
E3346,Sara Roberts DDS,S010,Big Data,4,2,No
E3132,Kevin Fuentes,S006,Python,1,3,Yes
E820,Mrs. Brandi Barker,S006,Python,7,5,No
E1096,Christina Jacobs,S004,Docker,5,1,No
E2368,Nicole Orozco,S010,Big Data,2,1,Yes
E385,Marco Gonzalez,S006,Python,2,1,Yes
E2809,Ashley Hill,S008,Machine Learning,1,4,Yes
E3850,Matthew Rogers,S005,HTML/CSS,2,4,Yes
E1907,Logan Montgomery,S012,Project Management,1,3,No
E4122,Heidi Boyd,S001,JavaScript,1,1,No
E2767,William Wells,S012,Project Management,3,2,Yes
E1121,Dawn Fischer,S006,Python,4,4,No
E1328,Andrew Simmons,S013,Financial Modeling,7,10,No
E3350,Ruth Davis,S008,Machine Learning,2,1,Yes
E1168,James Patterson,S003,Node.js,5,4,No
E1413,Ricardo Sullivan,S014,Client Management,4,2,Yes
E3215,Michael Moore,S003,Node.js,5,4,Yes
E2386,Devin Andrews,S012,Project Management,2,1,Yes
E2392,Joyce Meadows,S013,Financial Modeling,1,4,Yes
E521,Mark Jackson,S006,Python,3,2,Yes
E4315,Courtney Griffith,S003,Node.js,3,4,No
E3799,Jennifer Mccoy,S007,SQL,4,3,Yes
E919,Austin Williams,S015,Risk Management,4,3,No
E017,Travis Moore,S015,Risk Management,3,2,No
E2788,Amanda Washington,S004,Docker,1,2,No
E583,Kristin Thomas,S010,Big Data,1,3,No
E1320,Morgan Sherman,S009,Data Visualization,1,3,No
E126,Mrs. Jamie Foley,S015,Risk Management,9,7,Yes
E248,Tara Frederick,S007,SQL,1,3,No
E3149,Sylvia David,S010,Big Data,2,4,No
E1623,Eugene Snyder,S012,Project Management,4,2,Yes
E3931,Tammy Quinn,S007,SQL,1,1,No
E3898,Alan King,S008,Machine Learning,6,6,Yes
E1134,Thomas Bell,S014,Client Management,1,1,Yes
E1848,Christina Welch,S010,Big Data,1,3,No
E2978,Antonio Mcdaniel,S013,Financial Modeling,2,2,Yes
E3361,Leslie Elliott,S005,HTML/CSS,8,10,No
E4037,Xavier Dixon,S007,SQL,3,3,Yes
E1717,Joyce Warner,S015,Risk Management,5,4,No
E2399,Diamond Paul,S012,Project Management,5,1,No
E2105,Jason Rodriguez,S008,Machine Learning,2,2,No
E2076,Mia Carpenter,S014,Client Management,3,1,No
E2905,Lisa Gonzales,S008,Machine Learning,6,6,Yes
E4506,Curtis Hernandez,S007,SQL,2,4,Yes
E1151,Melissa Lopez,S004,Docker,4,4,Yes
E914,Jack Smith,S009,Data Visualization,4,2,Yes
E1126,Anthony Horton,S005,HTML/CSS,3,3,Yes
E1751,Johnathan Moran,S011,Consulting Basics,2,4,Yes
E3000,Mark Ross,S013,Financial Modeling,1,2,Yes
E4993,Sandra Charles,S011,Consulting Basics,4,1,Yes
E4093,Susan Coleman,S014,Client Management,2,1,No
E1162,Victor Huerta,S004,Docker,3,4,No
E4656,Joseph Sandoval,S008,Machine Learning,10,10,No
E1475,Marvin Williams,S011,Consulting Basics,4,1,No
E3388,Stephanie Michael,S006,Python,4,2,No
E4565,Javier Torres,S012,Project Management,1,4,Yes
E235,Edward Cook,S001,JavaScript,4,2,No
E2120,Molly Johnson,S008,Machine Learning,9,7,No
E717,Zachary Brown,S010,Big Data,4,2,Yes
E1368,Jeffrey Wheeler,S005,HTML/CSS,8,12,No
E1381,Adam Ramos,S015,Risk Management,3,2,Yes
E2896,Terry Briggs,S003,Node.js,1,2,No
E3791,Ms. Laura Jones,S003,Node.js,4,2,No
E599,Jessica Campbell,S008,Machine Learning,4,2,Yes
E3748,Holly Blankenship,S004,Docker,2,1,No
E3429,Gavin Wright,S015,Risk Management,3,4,Yes
E466,Laura Hamilton,S008,Machine Learning,4,1,No
E445,Jasmine Williams,S009,Data Visualization,4,4,Yes
E670,Jennifer Burton,S015,Risk Management,4,2,No
E1651,Matthew Jackson,S013,Financial Modeling,1,4,No
E4498,Kenneth Thomas,S006,Python,1,1,No
E1926,Lisa Singh,S003,Node.js,1,1,No
E3744,Robert Ellis,S015,Risk Management,5,4,Yes
E4503,Marie Benton,S003,Node.js,2,3,No
E2164,Robert Padilla,S009,Data Visualization,3,3,Yes
E1896,Brian Adams,S011,Consulting Basics,3,1,No
E397,Lisa Peters,S005,HTML/CSS,4,1,Yes
E1123,James Washington,S008,Machine Learning,3,1,Yes
E3782,Kimberly Parsons,S007,SQL,5,2,Yes
E426,Julie Phillips,S010,Big Data,4,1,Yes
E2663,Sheryl Graves,S012,Project Management,1,4,No
E2046,Hannah White,S007,SQL,2,2,No
E694,Timothy Robles,S004,Docker,1,1,Yes
E3728,Emma Santos DVM,S010,Big Data,6,12,Yes
E3935,Joseph Russell,S007,SQL,2,4,No
E4649,Jennifer Wiggins,S006,Python,3,1,No
E2867,Kelly Rocha,S006,Python,3,4,Yes
E3924,Brett Jones,S004,Docker,4,2,Yes
E3066,Candace West,S014,Client Management,4,1,Yes
E2895,Jason Dunn,S009,Data Visualization,4,1,Yes
E4511,Michelle Mcintyre,S012,Project Management,4,2,Yes
E2711,Emily Ellis,S014,Client Management,1,4,Yes
E2130,Nathan Cooper,S002,React,4,4,No
E2352,Micheal Doyle,S008,Machine Learning,2,4,No
E634,Joshua Johns,S012,Project Management,4,4,Yes
E4361,Theresa Garcia,S015,Risk Management,3,2,Yes
E3586,Matthew Jackson,S006,Python,3,4,No
E3596,Melanie Lee,S010,Big Data,2,2,Yes
E4149,George Olsen,S011,Consulting Basics,4,1,Yes
E4205,Rachael Ward,S007,SQL,4,4,Yes
E4422,Kerry Brooks,S007,SQL,5,1,No
E732,Dalton Gilmore,S004,Docker,1,4,No
E3145,Kelly Neal,S011,Consulting Basics,5,1,No
E2506,Jennifer Baker,S010,Big Data,5,3,No
E3437,Aaron Nguyen,S010,Big Data,3,3,No
E4220,Kenneth Navarro,S014,Client Management,4,3,No
E2576,Danielle Perez,S004,Docker,1,2,No
E800,Melissa Stanton,S005,HTML/CSS,3,4,No
E3489,Tamara Shepherd,S001,JavaScript,1,3,Yes
E2556,Samantha Reyes,S008,Machine Learning,4,2,No
E2237,Andrew Gomez,S004,Docker,2,3,No
E3298,Jordan Camacho,S002,React,2,2,No
E268,Heidi Rodriguez,S007,SQL,2,1,Yes
E109,Kevin Lopez,S010,Big Data,4,2,No
E4366,Johnny Horton,S006,Python,5,2,No
E1233,Autumn Shepherd,S006,Python,2,1,Yes
E1377,Jacob Nguyen,S008,Machine Learning,8,9,No
E983,Billy Williams,S009,Data Visualization,5,1,Yes
E118,Kenneth Harris,S010,Big Data,6,12,Yes
E1377,Jacob Nguyen,S010,Big Data,1,4,No
E3314,Nicole Mcfarland,S008,Machine Learning,1,3,Yes
E4678,Elizabeth Nguyen,S013,Financial Modeling,1,4,No
E1306,Anne Torres,S015,Risk Management,5,2,No
E936,Joanna Kelley,S014,Client Management,9,5,Yes
E1262,Linda Bright,S011,Consulting Basics,3,1,Yes
E1075,Timothy Johnson,S006,Python,8,8,No
E4573,Michael Lewis MD,S013,Financial Modeling,2,3,No
E009,Alisha Brown,S015,Risk Management,4,3,No
E3533,Stephanie Johnson,S015,Risk Management,3,2,Yes
E2068,Scott Marquez,S011,Consulting Basics,4,3,Yes
E4745,Gordon Williams,S005,HTML/CSS,9,7,Yes
E2063,Joel Evans,S005,HTML/CSS,4,3,Yes
E2276,Amber Austin,S002,React,4,1,No
E879,Jeff Jones,S013,Financial Modeling,5,4,No
E2576,Danielle Perez,S011,Consulting Basics,2,4,No
E3626,Stephanie Mccarthy,S005,HTML/CSS,3,2,Yes
E2687,Kathleen Garcia,S003,Node.js,2,3,No
E690,Keith Davis DDS,S011,Consulting Basics,7,9,Yes
E1510,Amber Smith,S010,Big Data,6,6,No
E2223,Jacob Farmer,S007,SQL,4,2,No
E3023,Brittany Fernandez,S014,Client Management,3,3,Yes
E553,Johnny Perez,S010,Big Data,4,3,No
E1210,Donna Schneider,S010,Big Data,10,6,Yes
E2121,Michael Schmidt,S005,HTML/CSS,1,1,No
E1709,Christine Dalton,S001,JavaScript,2,3,No
E221,Jordan Spencer,S005,HTML/CSS,4,4,No
E2831,Brandon Chavez,S011,Consulting Basics,1,3,Yes
E494,Monica Harris,S015,Risk Management,10,10,Yes
E4893,Kimberly Lopez,S008,Machine Learning,3,1,Yes
E4822,Bailey Anderson,S001,JavaScript,3,3,No
E177,Antonio White,S006,Python,3,2,No
E1672,Matthew May,S007,SQL,9,5,No
E4380,Bryce Hernandez,S014,Client Management,3,4,Yes
E766,Taylor Wolf,S011,Consulting Basics,4,1,Yes
E3353,Melissa Benjamin,S008,Machine Learning,2,2,Yes
E3955,John Cervantes,S010,Big Data,4,1,No
E380,Lori Adams,S008,Machine Learning,5,1,No
E1956,Cassandra Adams,S015,Risk Management,2,2,Yes
E2843,Peter Wells,S015,Risk Management,4,4,No
E2597,Donna Davis MD,S006,Python,4,3,Yes
E4256,Andrew Fowler,S001,JavaScript,10,8,No
E3555,Joshua Reyes,S006,Python,4,3,No
E1780,Jason Rodriguez,S006,Python,1,3,No
E1860,Susan Williams,S010,Big Data,1,2,Yes
E3724,Charles Green,S008,Machine Learning,4,2,Yes
E4340,Michael Maldonado,S012,Project Management,5,4,No
E1338,Walter Smith,S006,Python,8,10,No
E1840,Dawn Miller,S005,HTML/CSS,3,4,Yes
E1510,Amber Smith,S006,Python,5,3,No
E4104,Christina Garcia,S006,Python,5,2,No
E2775,Sheryl Garcia,S009,Data Visualization,7,10,No
E3625,Erika Mills,S010,Big Data,2,1,No
E318,Jennifer Martinez,S003,Node.js,3,4,Yes
E3267,Kathy Silva,S015,Risk Management,2,1,Yes
E836,Robert Allen,S011,Consulting Basics,10,8,Yes
E1807,Heather Strong,S005,HTML/CSS,5,2,Yes
E736,Tanya Sosa,S005,HTML/CSS,4,3,No
E2357,Ricky Steele,S012,Project Management,9,8,Yes
E3912,Thomas Page,S007,SQL,4,1,Yes
E202,Ronald Fernandez,S004,Docker,1,1,No
E1304,Garrett Chapman,S002,React,6,12,No
E290,Daryl Braun,S015,Risk Management,9,12,Yes
E2849,Jennifer Burke,S003,Node.js,2,1,No
E4091,Darin Green,S014,Client Management,3,2,No
E4238,Juan Calhoun,S007,SQL,5,1,Yes
E3002,Sydney Lewis,S002,React,1,2,Yes
E2343,Stacy Shepard,S003,Node.js,1,1,No
E2631,Joseph Harper,S001,JavaScript,4,3,Yes
E2707,Samantha Anderson,S013,Financial Modeling,4,3,Yes
E3139,Dr. Brenda Camacho,S012,Project Management,1,1,Yes
E2343,Stacy Shepard,S008,Machine Learning,1,1,Yes
E383,Sharon Mccarty,S007,SQL,2,3,Yes
E1180,Susan Garcia,S015,Risk Management,3,1,Yes
E3439,William Willis,S005,HTML/CSS,2,1,No
E2887,Brandon Nguyen,S008,Machine Learning,6,5,Yes
E3783,Holly Stark,S004,Docker,4,2,Yes
E3777,Kiara Robinson,S011,Consulting Basics,2,4,No
E3714,Robert Holt,S002,React,4,2,Yes
E4294,Mr. John Jefferson IV,S009,Data Visualization,4,4,No
E3270,Robert Evans,S011,Consulting Basics,4,3,Yes
E1479,Brandi Villarreal,S002,React,4,3,No
E4516,Summer Kidd,S009,Data Visualization,3,1,No
E881,Daniel Scott,S011,Consulting Basics,5,2,No
E3352,Christina Dunn,S006,Python,4,4,Yes
E3469,Christopher Sosa,S004,Docker,10,7,No
E3085,Scott Mays,S001,JavaScript,1,4,Yes
E787,Paul Myers,S005,HTML/CSS,7,8,No
E1242,Jacob Romero,S012,Project Management,4,1,No
E1936,Amber Wallace,S008,Machine Learning,1,3,No
E1621,Bruce Miller,S011,Consulting Basics,1,2,No
E1643,Mario Cross,S001,JavaScript,3,3,Yes
E2463,Joseph Cortez,S004,Docker,2,1,Yes
E061,Sarah Nichols,S006,Python,5,1,No
E2299,Nicholas Schmidt,S002,React,2,2,Yes
E2499,Edward Johnson,S001,JavaScript,5,3,No
E2574,Lance Gallegos,S013,Financial Modeling,3,2,No
E4598,Nicole Ayala,S014,Client Management,3,3,Yes
E1940,Brittany Bridges,S005,HTML/CSS,5,4,No
E4029,Sara Johnson,S014,Client Management,3,2,No
E3114,Michelle Castillo,S006,Python,3,2,Yes
E3495,Diamond Singh,S014,Client Management,2,1,No
E4741,Carrie Cook,S013,Financial Modeling,4,2,No
E2563,John Mcdonald,S009,Data Visualization,3,1,No
E2524,David Scott,S001,JavaScript,4,2,No
E324,Christopher Jones,S008,Machine Learning,4,4,Yes
E4038,Tracy Mathews,S007,SQL,4,3,Yes
E2834,Sonya Flores,S015,Risk Management,4,1,Yes
E948,Samuel George,S009,Data Visualization,3,4,No
E3590,Carrie Foster,S001,JavaScript,1,1,Yes
E069,Jared Stevenson,S002,React,10,10,Yes
E641,Laura Lang,S010,Big Data,1,4,No
E678,Veronica Morris,S009,Data Visualization,8,5,Yes
E1177,Michael Carney,S002,React,7,6,Yes
E850,Caleb Hunter,S013,Financial Modeling,2,2,No
E2229,Stephen Cochran,S005,HTML/CSS,5,3,Yes
E4105,Troy Leon,S007,SQL,4,3,No
E4617,Amanda Taylor,S015,Risk Management,4,1,No
E217,Stephanie Maynard,S002,React,3,3,Yes
E3695,Kristin Jones,S012,Project Management,2,3,No
E2670,Sarah Morgan,S015,Risk Management,3,1,Yes
E1209,Jeffrey Sosa,S004,Docker,5,2,No
E1463,Christine Duran,S004,Docker,1,4,No
E4408,Steven Fry,S011,Consulting Basics,2,2,No
E2142,David Webster,S004,Docker,2,1,Yes
E4752,Eddie Hayes,S006,Python,4,4,Yes
E2306,Nichole House,S003,Node.js,1,1,Yes
E1040,Harold Duncan,S004,Docker,5,3,No
E4795,Patrick Gibson,S012,Project Management,5,3,No
E531,Walter Johnson,S009,Data Visualization,2,2,Yes
E989,Robert Dunn,S010,Big Data,1,4,No
E2438,Leslie Meadows,S013,Financial Modeling,1,2,Yes
E1285,Paul Griffith,S005,HTML/CSS,1,1,No
E4128,Stacy Marshall,S003,Node.js,4,2,Yes
E1478,Andrea Castro,S005,HTML/CSS,5,2,Yes
E830,Jeffery Harris,S004,Docker,1,1,Yes
E221,Jordan Spencer,S006,Python,5,3,Yes
E2791,Jill Jordan,S008,Machine Learning,2,4,No
E3393,Mr. William Kirk,S005,HTML/CSS,2,2,No
E1073,William Adams,S014,Client Management,1,3,Yes
E2303,Timothy Clark,S001,JavaScript,6,7,Yes
E1440,Michael Lucas,S002,React,4,3,No
E4464,Erin Taylor,S009,Data Visualization,3,1,Yes
E4643,Laura Herrera,S008,Machine Learning,1,2,No
E2884,Mr. Jonathon Garcia Jr.,S008,Machine Learning,2,1,Yes
E4334,Timothy George,S012,Project Management,1,4,No
E4348,Kristy Vega,S001,JavaScript,2,1,No
E2636,Wyatt Morris,S013,Financial Modeling,8,6,No
E4418,Felicia Wheeler,S015,Risk Management,5,1,Yes
E3341,Juan Stewart,S014,Client Management,3,1,No
E2193,Angelica Newman,S015,Risk Management,2,3,Yes
E1178,Chad Sherman,S012,Project Management,4,1,Yes
E2089,Benjamin Gutierrez,S014,Client Management,3,1,No
E3595,Christopher Barker,S013,Financial Modeling,5,1,Yes
E4978,Stacey Chavez,S015,Risk Management,3,1,No
E3749,Paul Henderson,S006,Python,3,2,Yes
E2025,Marc Carter,S009,Data Visualization,4,3,Yes
E4406,Ashley Hicks,S005,HTML/CSS,1,4,Yes
E2522,Amy Pearson,S006,Python,4,3,No
E2523,Dana Solomon,S002,React,5,3,No
E4251,Robert Fisher,S013,Financial Modeling,2,3,Yes
E2525,Carol Alexander,S012,Project Management,3,4,Yes
E4251,Robert Fisher,S015,Risk Management,1,3,No
E1259,Mckenzie Reyes,S014,Client Management,4,3,Yes
E495,Johnny Jensen,S015,Risk Management,2,4,No
E4030,Jacqueline Miller,S002,React,10,6,Yes
E2950,Alex Lamb,S003,Node.js,4,3,No
E4075,Danielle Bauer,S013,Financial Modeling,2,4,Yes
E1842,Rebecca Anderson,S014,Client Management,2,2,No
E4890,Scott Lee,S007,SQL,2,1,Yes
E3166,Juan Johnson,S015,Risk Management,5,3,Yes
E1633,David Taylor,S012,Project Management,5,1,Yes
E3043,Lisa Anderson,S006,Python,1,3,No
E4248,Stephen Maldonado,S007,SQL,3,2,No
E3547,Emily Cantrell,S006,Python,4,2,No
E3063,John Allen,S010,Big Data,4,3,Yes
E830,Jeffery Harris,S003,Node.js,5,2,Yes
E4129,Aaron Hayes,S005,HTML/CSS,1,1,No
E1133,Francisco Harris,S003,Node.js,5,4,Yes
E273,Alison Mckenzie,S012,Project Management,1,3,No
E3722,Justin Foster,S012,Project Management,2,3,Yes
E219,Amy Carter,S010,Big Data,8,10,Yes
E2955,Kelli Allen,S005,HTML/CSS,1,4,No
E4427,Alex Gentry,S002,React,4,2,No
E2582,Catherine White,S006,Python,5,2,Yes
E4815,Lori Hansen,S004,Docker,5,1,No
E4281,Matthew Fox,S003,Node.js,2,4,Yes
E3453,Kristina Reynolds,S003,Node.js,1,1,No
E2624,Albert Hopkins,S011,Consulting Basics,5,2,No
E640,Mark Walker,S005,HTML/CSS,2,2,Yes
E4785,Barbara Ellis,S008,Machine Learning,1,4,No
E311,Adriana Kelley,S011,Consulting Basics,4,3,No
E4140,Alexis Campbell,S008,Machine Learning,4,4,No
E3125,Bruce Petersen,S008,Machine Learning,1,1,No
E3327,Michael Jackson,S008,Machine Learning,9,8,No
E410,Jennifer Roy,S003,Node.js,4,2,No
E3912,Thomas Page,S006,Python,7,10,Yes
E2963,Fernando Joyce,S005,HTML/CSS,7,6,No
E3792,Todd Erickson,S014,Client Management,2,3,Yes
E1499,Christopher Stewart,S005,HTML/CSS,3,4,Yes
E3208,William Rodriguez,S004,Docker,9,6,No
E3083,Christine Ward,S011,Consulting Basics,7,11,No
E3591,Alexa Sanders,S015,Risk Management,1,3,Yes
E3384,Catherine Wheeler,S011,Consulting Basics,1,3,No
E4592,Nathan Combs,S004,Docker,3,2,Yes
E3894,Terry Miller,S003,Node.js,3,3,No
E1690,Bruce Wright,S008,Machine Learning,7,12,No
E1569,Catherine Ramirez,S003,Node.js,1,3,No
E1276,Brandon Shah,S015,Risk Management,8,9,Yes
E3447,Andrea Guerrero,S006,Python,5,4,No
E2029,Heather Rowe,S003,Node.js,1,4,No
E3140,Rachel Gallagher,S008,Machine Learning,4,1,No
E844,Jennifer Clayton,S007,SQL,4,1,Yes
E4249,Jaclyn Robinson,S009,Data Visualization,5,2,No
E3653,Austin Garrett,S005,HTML/CSS,3,4,Yes
E4010,Ariana Bates,S005,HTML/CSS,5,1,Yes
E3087,Dustin Wilson,S007,SQL,4,3,Yes
E2361,Catherine Castro,S010,Big Data,3,2,Yes
E3614,Steven Daniels,S011,Consulting Basics,1,4,Yes
E694,Timothy Robles,S010,Big Data,3,1,No
E2529,Daniel Ryan,S013,Financial Modeling,1,4,No
E2690,Steven Hughes,S014,Client Management,4,3,Yes
E172,Jason Wade,S008,Machine Learning,4,2,No
E4326,Michael Webb,S007,SQL,5,5,No
E1962,Nancy Davis,S006,Python,7,11,No
E1079,John Smith,S003,Node.js,1,1,Yes
E1353,Melissa Fowler,S012,Project Management,5,3,Yes
E2774,Gregory Hutchinson,S011,Consulting Basics,5,3,No
E1683,Kathleen Anderson,S015,Risk Management,4,4,Yes
E4357,Benjamin Phillips,S001,JavaScript,2,3,Yes
E3929,Emma Ward,S005,HTML/CSS,5,1,Yes
E3299,Steven Phelps,S012,Project Management,2,3,No
E1946,Jason Walter,S003,Node.js,2,2,No
E3946,Charles Ramos,S014,Client Management,3,4,Yes
E1051,Ronald Wall,S009,Data Visualization,10,11,Yes
E478,Carrie Gallegos,S010,Big Data,3,1,No
E3523,Christina Harmon,S010,Big Data,5,3,Yes
E3164,Scott Warner,S009,Data Visualization,8,7,No
E3164,Scott Warner,S013,Financial Modeling,4,3,Yes
E4778,Frances Holt,S002,React,1,3,No
E4640,Erica Schmidt,S010,Big Data,4,3,No
E1041,Michael Hatfield,S014,Client Management,3,3,No
E1399,Brandon Carter,S001,JavaScript,2,4,Yes
E427,Brittany Martinez,S014,Client Management,2,2,No
E4561,Jeffery Douglas,S007,SQL,4,3,No
E1422,Anne Jennings,S001,JavaScript,1,2,Yes
E4000,David Bishop,S004,Docker,3,2,Yes
E3490,Lacey Williams,S005,HTML/CSS,9,11,No
E1353,Melissa Fowler,S006,Python,5,3,No
E1478,Andrea Castro,S003,Node.js,8,12,Yes
E4014,Cody Williams,S001,JavaScript,4,3,No
E3894,Terry Miller,S004,Docker,2,3,Yes
E1407,Carlos Padilla,S014,Client Management,2,1,Yes
E2032,Laura Wall,S011,Consulting Basics,3,4,No
E2191,Steven Hernandez,S007,SQL,10,10,Yes
E900,William Mendez,S006,Python,7,7,No
E1933,Tonya Wilkinson,S012,Project Management,3,2,No
E2539,Jenna Cline,S002,React,10,9,Yes
E2247,Vanessa Love,S012,Project Management,1,3,Yes
E2989,Stephanie Collins,S012,Project Management,6,6,No
E2209,Benjamin Ward,S009,Data Visualization,4,1,No
E3477,Roger Lang,S015,Risk Management,2,1,No
E2478,Robert Christensen,S004,Docker,10,8,No
E087,Sara Price,S005,HTML/CSS,1,4,No
E1730,Amber Davis,S009,Data Visualization,2,4,Yes
E3172,Savannah Ramirez,S005,HTML/CSS,2,4,No
E2644,Caitlin Hamilton,S002,React,5,4,No
E2671,Jamie Ayers,S006,Python,4,4,No
E2431,Jeffrey Moody,S005,HTML/CSS,2,3,No
E4533,Andrea Blevins,S005,HTML/CSS,1,4,Yes
E4517,Fernando Sawyer,S010,Big Data,1,1,No
E2016,David George,S011,Consulting Basics,1,1,No
E1261,Julie Wallace,S012,Project Management,1,2,No
E4264,Kristin Walker,S004,Docker,3,4,No
E1793,Douglas Allen,S010,Big Data,2,2,No
E3100,Christine Miller,S010,Big Data,8,7,No
E4655,Erin Thompson,S008,Machine Learning,5,2,Yes
E4694,Laurie Maddox MD,S003,Node.js,10,7,No
E2938,Jeffrey Smith,S015,Risk Management,4,2,Yes
E2362,Melissa Gilmore,S004,Docker,3,2,Yes
E2576,Danielle Perez,S015,Risk Management,5,1,No
E643,Veronica Baldwin,S001,JavaScript,2,2,Yes
E257,Patricia Fowler,S003,Node.js,3,3,No
E2213,Denise Washington,S003,Node.js,1,4,Yes
E360,Dustin Hanson,S009,Data Visualization,10,10,Yes
E4432,Stephanie Hernandez,S005,HTML/CSS,3,2,Yes
E4178,Brittany Ruiz,S006,Python,5,3,Yes
E1398,Michael Hanson,S001,JavaScript,4,1,No
E075,Stephen Glass,S006,Python,8,6,Yes
E2699,Christopher Little,S002,React,5,2,Yes
E723,Jon Bowman,S005,HTML/CSS,1,1,Yes
E4356,Isaac Williams,S005,HTML/CSS,8,5,No
E4595,Brian Smith,S010,Big Data,5,2,Yes
E864,Nicholas Thompson,S002,React,2,4,No
E3095,Brandon Lawrence,S010,Big Data,1,4,No
E4509,Peggy Matthews,S007,SQL,2,2,Yes
E2794,Steven Gonzalez,S009,Data Visualization,1,2,Yes
E1929,Andrew Vaughn,S007,SQL,2,2,Yes
E2221,Gregory Alexander,S010,Big Data,4,2,No
E3790,Randall Moore,S003,Node.js,4,1,No
E3077,Tiffany Baker,S007,SQL,2,4,Yes
E2226,Miguel Silva,S005,HTML/CSS,5,1,No
E3282,Sean Chen,S014,Client Management,10,9,Yes
E2995,Katie Bowers,S004,Docker,4,4,No
E717,Zachary Brown,S004,Docker,8,5,No
E3637,Emily Hendricks,S015,Risk Management,3,4,Yes
E858,Karen Bell,S010,Big Data,5,1,No
E3919,Jennifer Ibarra,S012,Project Management,2,1,No
E2938,Jeffrey Smith,S015,Risk Management,3,1,Yes
E3520,Joshua Olson,S004,Docker,4,4,Yes
E1385,Nathan Elliott,S002,React,7,10,Yes
E3531,Rebecca Hooper,S004,Docker,1,4,No
E4281,Matthew Fox,S015,Risk Management,2,2,Yes
E1431,Steven Davis,S006,Python,10,5,Yes
E4584,Brent Jones,S009,Data Visualization,4,1,No
E2502,Todd Davis,S002,React,5,4,Yes
E3246,Loretta Griffith,S013,Financial Modeling,1,3,Yes
E1770,Veronica Duncan,S004,Docker,4,2,Yes
E2027,Tiffany Taylor,S004,Docker,3,3,Yes
E1534,Alyssa Foster,S014,Client Management,2,4,No
E1975,Samantha Powell,S008,Machine Learning,4,2,Yes
E187,Jimmy Cantu,S015,Risk Management,8,8,Yes
E2119,Valerie Robinson,S011,Consulting Basics,4,3,Yes
E1701,Heather Richardson,S005,HTML/CSS,1,1,No
E1602,Mandy Molina,S015,Risk Management,4,3,No
E4025,Joseph Wilkinson,S004,Docker,5,3,Yes
E1055,Amy Rogers,S011,Consulting Basics,6,6,No
E3184,Austin Baldwin,S003,Node.js,5,4,No
E4439,Sarah Walter,S005,HTML/CSS,3,4,Yes
E2725,Amanda Reed,S007,SQL,3,4,No
E2260,Carla Cooper,S006,Python,3,1,No
E1507,Vernon Sullivan,S014,Client Management,3,2,No
E3451,Stephanie Allen,S012,Project Management,4,2,Yes
E2881,Caitlin Fuller,S010,Big Data,5,3,Yes
E2270,Stephanie Nguyen,S013,Financial Modeling,3,2,Yes
E287,Terry Moore,S007,SQL,5,4,Yes
E3481,Richard Chandler,S002,React,1,1,Yes
E260,Jack Anderson,S006,Python,6,8,Yes
E112,Tiffany Morton,S015,Risk Management,5,1,No
E018,Patrick Little,S001,JavaScript,2,4,Yes
E3988,Samantha Anderson,S001,JavaScript,2,2,Yes
E913,Jerry Wilson,S003,Node.js,4,4,No
E3675,Amy Smith,S011,Consulting Basics,9,12,Yes
E3979,Brett Fischer,S004,Docker,3,3,No
E3540,Claudia Collins,S009,Data Visualization,3,4,Yes
E4008,Matthew Harris,S012,Project Management,2,1,No
E3769,Rebecca Sandoval,S008,Machine Learning,4,3,Yes
E3962,Shannon Kent,S012,Project Management,5,4,Yes
