,emp_id,emp_name,department,designation,DOJ,age,experience,salary,no_of_promotions,education,skill_id,skill_name,proficiency_level,no_of_projects_done_in_that_skill,certifications,no_of_projects,manager_rating,promotion,T_id,T_name,project_score,hackerrank_score,completed,skill_category
5211,E2434,John Cooper,Marketing,Manager,2012-01-31,46,20,116321.0,1,Masters,S005,HTML/CSS,9.0,11.0,No,10,5,0,T003,Business Process Management,28.0,9.0,0.0,full_stack
5212,E2434,John Cooper,Marketing,Manager,2012-01-31,46,20,116321.0,1,Masters,S005,HTML/CSS,9.0,11.0,No,10,5,0,T013,Advanced Data Visualization,37.0,22.0,0.0,full_stack
5213,E2434,John Cooper,Marketing,Manager,2012-01-31,46,20,116321.0,1,Masters,S005,HTML/CSS,9.0,11.0,No,10,5,0,T007,Machine Learning Basics,38.0,36.0,0.0,full_stack
5214,E2434,John Cooper,Marketing,Manager,2012-01-31,46,20,116321.0,1,Masters,S012,Project Management,9.0,5.0,No,10,5,0,T003,Business Process Management,28.0,9.0,0.0,consulting
5215,E2434,John Cooper,Marketing,Manager,2012-01-31,46,20,116321.0,1,Masters,S012,Project Management,9.0,5.0,No,10,5,0,T013,Advanced Data Visualization,37.0,22.0,0.0,consulting
5216,E2434,John Cooper,Marketing,Manager,2012-01-31,46,20,116321.0,1,Masters,S012,Project Management,9.0,5.0,No,10,5,0,T007,Machine Learning Basics,38.0,36.0,0.0,consulting
5217,E2434,John Cooper,Marketing,Manager,2012-01-31,46,20,116321.0,1,Masters,S006,Python,7.0,5.0,Yes,10,5,0,T003,Business Process Management,28.0,9.0,0.0,data
5218,E2434,John Cooper,Marketing,Manager,2012-01-31,46,20,116321.0,1,Masters,S006,Python,7.0,5.0,Yes,10,5,0,T013,Advanced Data Visualization,37.0,22.0,0.0,data
5219,E2434,John Cooper,Marketing,Manager,2012-01-31,46,20,116321.0,1,Masters,S006,Python,7.0,5.0,Yes,10,5,0,T007,Machine Learning Basics,38.0,36.0,0.0,data
5220,E2435,Stephanie Edwards,Engineering,Senior Developer,2009-02-09,35,10,63337.0,0,Masters,S010,Big Data,8.0,12.0,No,4,3,0,NA,NA,0.0,0.0,0.0,data
5221,E2435,Stephanie Edwards,Engineering,Senior Developer,2009-02-09,35,10,63337.0,0,Masters,S002,React,7.0,7.0,Yes,4,3,0,NA,NA,0.0,0.0,0.0,full_stack
5222,E2435,Stephanie Edwards,Engineering,Senior Developer,2009-02-09,35,10,63337.0,0,Masters,S014,Client Management,9.0,8.0,Yes,4,3,0,NA,NA,0.0,0.0,0.0,consulting
5223,E2435,Stephanie Edwards,Engineering,Senior Developer,2009-02-09,35,10,63337.0,0,Masters,S005,HTML/CSS,3.0,3.0,No,4,3,0,NA,NA,0.0,0.0,0.0,full_stack
5224,E2436,Carla Smith,Sales,Senior Developer,2019-08-25,42,11,86165.0,3,Bachelors,S005,HTML/CSS,4.0,3.0,Yes,16,5,1,T001,SQL Mastery,38.0,23.0,0.0,full_stack
5225,E2436,Carla Smith,Sales,Senior Developer,2019-08-25,42,11,86165.0,3,Bachelors,S013,Financial Modeling,1.0,3.0,No,16,5,1,T001,SQL Mastery,38.0,23.0,0.0,consulting
5226,E2437,Gregory Porter,Finance,Senior Developer,2017-10-21,33,10,79161.0,0,Masters,S015,Risk Management,8.0,7.0,No,5,2,1,T014,Python for Data Analysis,51.0,62.0,1.0,consulting
5227,E2438,Leslie Meadows,Sales,Senior Developer,2009-12-26,40,11,89311.0,1,Bachelors,S007,SQL,9.0,10.0,Yes,11,4,1,T001,SQL Mastery,64.0,45.0,1.0,data
5228,E2438,Leslie Meadows,Sales,Senior Developer,2009-12-26,40,11,89311.0,1,Bachelors,S013,Financial Modeling,1.0,2.0,Yes,11,4,1,T001,SQL Mastery,64.0,45.0,1.0,consulting
5229,E2439,Amy Mcintosh,HR,Mid-level Developer,2023-05-01,33,6,77902.0,3,Masters,NA,NA,0.0,0.0,NA,26,3,0,T005,Full-Stack Web Development,86.0,90.0,1.0,
5230,E2440,Jesse Mitchell,Finance,Senior Developer,2014-05-29,30,10,65830.0,0,Bachelors,NA,NA,0.0,0.0,NA,17,2,0,NA,NA,0.0,0.0,0.0,
5231,E2441,Kenneth Shields,Sales,Junior Developer,2022-10-29,25,4,41844.0,1,MBA,S011,Consulting Basics,6.0,12.0,Yes,17,2,0,NA,NA,0.0,0.0,0.0,consulting
5232,E2441,Kenneth Shields,Sales,Junior Developer,2022-10-29,25,4,41844.0,1,MBA,S010,Big Data,7.0,11.0,No,17,2,0,NA,NA,0.0,0.0,0.0,data
5233,E2441,Kenneth Shields,Sales,Junior Developer,2022-10-29,25,4,41844.0,1,MBA,S003,Node.js,2.0,1.0,No,17,2,0,NA,NA,0.0,0.0,0.0,full_stack
5234,E2442,Steven Ruiz,Engineering,Junior Developer,2008-09-18,26,3,41781.0,0,MBA,NA,NA,0.0,0.0,NA,1,1,1,T006,Financial Modeling,86.0,38.0,1.0,
5235,E2442,Steven Ruiz,Engineering,Junior Developer,2008-09-18,26,3,41781.0,0,MBA,NA,NA,0.0,0.0,NA,1,1,1,T003,Business Process Management,59.0,43.0,0.0,
5236,E2442,Steven Ruiz,Engineering,Junior Developer,2008-09-18,26,3,41781.0,0,MBA,NA,NA,0.0,0.0,NA,1,1,1,T014,Python for Data Analysis,26.0,31.0,0.0,
5237,E2443,Robert Garza,Engineering,Mid-level Developer,2011-03-19,25,5,35392.0,0,Bachelors,NA,NA,0.0,0.0,NA,7,4,0,T012,Advanced JavaScript,81.0,91.0,1.0,
5238,E2444,Joseph Martinez,Marketing,Manager,2019-05-08,41,20,82719.0,3,Bachelors,S007,SQL,2.0,2.0,No,15,5,0,T014,Python for Data Analysis,55.0,38.0,1.0,data
5239,E2445,Ivan Cunningham,Engineering,Mid-level Developer,2020-10-10,27,5,37395.0,1,Masters,S008,Machine Learning,1.0,3.0,No,24,2,1,T013,Advanced Data Visualization,26.0,12.0,0.0,data
5240,E2445,Ivan Cunningham,Engineering,Mid-level Developer,2020-10-10,27,5,37395.0,1,Masters,S001,JavaScript,1.0,1.0,Yes,24,2,1,T013,Advanced Data Visualization,26.0,12.0,0.0,full_stack
5241,E2446,Joseph Ortiz,Marketing,Manager,2018-02-10,42,20,92922.0,1,MBA,S013,Financial Modeling,3.0,1.0,Yes,23,2,0,T009,DevOps with Docker,60.0,27.0,1.0,consulting
5242,E2446,Joseph Ortiz,Marketing,Manager,2018-02-10,42,20,92922.0,1,MBA,S013,Financial Modeling,3.0,1.0,Yes,23,2,0,T002,React and Redux,26.0,6.0,0.0,consulting
5243,E2447,Erica Rivers,Finance,Manager,2006-08-21,49,20,112350.0,1,Bachelors,NA,NA,0.0,0.0,NA,25,1,1,T009,DevOps with Docker,36.0,36.0,0.0,
5244,E2447,Erica Rivers,Finance,Manager,2006-08-21,49,20,112350.0,1,Bachelors,NA,NA,0.0,0.0,NA,25,1,1,T012,Advanced JavaScript,59.0,94.0,1.0,
5245,E2447,Erica Rivers,Finance,Manager,2006-08-21,49,20,112350.0,1,Bachelors,NA,NA,0.0,0.0,NA,25,1,1,T013,Advanced Data Visualization,41.0,81.0,0.0,
5246,E2447,Erica Rivers,Finance,Manager,2006-08-21,49,20,112350.0,1,Bachelors,NA,NA,0.0,0.0,NA,25,1,1,T006,Financial Modeling,70.0,9.0,1.0,
5247,E2448,Brooke Anderson,Finance,Junior Developer,2024-07-01,28,3,43339.0,3,Masters,NA,NA,0.0,0.0,NA,25,5,1,NA,NA,0.0,0.0,0.0,
5248,E2449,Suzanne Glenn,HR,Senior Developer,2017-02-16,38,10,65464.0,3,Bachelors,S007,SQL,6.0,7.0,Yes,19,1,0,T001,SQL Mastery,53.0,88.0,1.0,data
5249,E2449,Suzanne Glenn,HR,Senior Developer,2017-02-16,38,10,65464.0,3,Bachelors,S007,SQL,6.0,7.0,Yes,19,1,0,T005,Full-Stack Web Development,48.0,25.0,1.0,data
5250,E2449,Suzanne Glenn,HR,Senior Developer,2017-02-16,38,10,65464.0,3,Bachelors,S011,Consulting Basics,10.0,12.0,Yes,19,1,0,T001,SQL Mastery,53.0,88.0,1.0,consulting
5251,E2449,Suzanne Glenn,HR,Senior Developer,2017-02-16,38,10,65464.0,3,Bachelors,S011,Consulting Basics,10.0,12.0,Yes,19,1,0,T005,Full-Stack Web Development,48.0,25.0,1.0,consulting
5252,E2449,Suzanne Glenn,HR,Senior Developer,2017-02-16,38,10,65464.0,3,Bachelors,S013,Financial Modeling,7.0,5.0,Yes,19,1,0,T001,SQL Mastery,53.0,88.0,1.0,consulting
5253,E2449,Suzanne Glenn,HR,Senior Developer,2017-02-16,38,10,65464.0,3,Bachelors,S013,Financial Modeling,7.0,5.0,Yes,19,1,0,T005,Full-Stack Web Development,48.0,25.0,1.0,consulting
5254,E2450,Jennifer Glover,Marketing,Manager,2023-06-15,49,20,109754.0,3,Bachelors,S013,Financial Modeling,6.0,7.0,Yes,23,4,1,NA,NA,0.0,0.0,0.0,consulting
5255,E2451,Sean Long,Finance,Junior Developer,2019-11-28,23,1,24561.0,0,MBA,NA,NA,0.0,0.0,NA,12,4,1,NA,NA,0.0,0.0,0.0,
5256,E2452,Patricia Burke DDS,Sales,Manager,2023-04-02,44,20,102061.0,2,Masters,NA,NA,0.0,0.0,NA,12,3,0,T014,Python for Data Analysis,99.0,62.0,1.0,
5257,E2453,Ashley Fletcher,Marketing,Junior Developer,2009-12-22,24,1,21126.0,0,MBA,S010,Big Data,5.0,2.0,No,10,5,1,T002,React and Redux,3.0,96.0,1.0,data
5258,E2454,Frank Lowery,Marketing,Senior Developer,2008-12-31,34,10,67469.0,0,MBA,S002,React,1.0,1.0,No,6,1,0,T008,Data Science Bootcamp,3.0,40.0,1.0,full_stack
5259,E2454,Frank Lowery,Marketing,Senior Developer,2008-12-31,34,10,67469.0,0,MBA,S002,React,1.0,1.0,No,6,1,0,T010,Node.js Masterclass,18.0,40.0,0.0,full_stack
5260,E2455,Linda Chavez,Engineering,Manager,2015-03-22,41,20,95636.0,3,Bachelors,S012,Project Management,4.0,4.0,No,29,1,1,T009,DevOps with Docker,61.0,39.0,1.0,consulting
5261,E2455,Linda Chavez,Engineering,Manager,2015-03-22,41,20,95636.0,3,Bachelors,S003,Node.js,9.0,8.0,No,29,1,1,T009,DevOps with Docker,61.0,39.0,1.0,full_stack
5262,E2455,Linda Chavez,Engineering,Manager,2015-03-22,41,20,95636.0,3,Bachelors,S012,Project Management,8.0,8.0,No,29,1,1,T009,DevOps with Docker,61.0,39.0,1.0,consulting
5263,E2455,Linda Chavez,Engineering,Manager,2015-03-22,41,20,95636.0,3,Bachelors,S008,Machine Learning,9.0,8.0,No,29,1,1,T009,DevOps with Docker,61.0,39.0,1.0,data
5264,E2456,Anthony Mueller,Engineering,Senior Developer,2006-05-08,35,10,56916.0,0,Bachelors,S005,HTML/CSS,10.0,11.0,Yes,4,1,0,T002,React and Redux,18.0,38.0,0.0,full_stack
5265,E2456,Anthony Mueller,Engineering,Senior Developer,2006-05-08,35,10,56916.0,0,Bachelors,S005,HTML/CSS,10.0,11.0,Yes,4,1,0,T002,React and Redux,5.0,31.0,0.0,full_stack
5266,E2456,Anthony Mueller,Engineering,Senior Developer,2006-05-08,35,10,56916.0,0,Bachelors,S005,HTML/CSS,10.0,11.0,Yes,4,1,0,T012,Advanced JavaScript,1.0,83.0,1.0,full_stack
5267,E2457,Dana Fowler,HR,Junior Developer,2007-12-15,22,1,27704.0,0,MBA,NA,NA,0.0,0.0,NA,25,2,0,T008,Data Science Bootcamp,63.0,18.0,1.0,
5268,E2457,Dana Fowler,HR,Junior Developer,2007-12-15,22,1,27704.0,0,MBA,NA,NA,0.0,0.0,NA,25,2,0,T011,Consulting Essentials,35.0,2.0,0.0,
5269,E2458,David Thompson,Engineering,Mid-level Developer,2015-04-07,33,6,71052.0,3,MBA,S005,HTML/CSS,2.0,2.0,Yes,17,5,1,T001,SQL Mastery,94.0,43.0,1.0,full_stack
5270,E2459,Krista Leonard,Finance,Senior Developer,2024-06-29,34,10,55206.0,2,MBA,S011,Consulting Basics,1.0,2.0,Yes,28,3,0,T010,Node.js Masterclass,10.0,44.0,1.0,consulting
5271,E2460,Nicholas Gould,Sales,Senior Developer,2016-11-17,38,10,53719.0,1,MBA,S004,Docker,1.0,3.0,No,30,4,1,T008,Data Science Bootcamp,14.0,2.0,0.0,full_stack
5272,E2461,Emily Williams,Marketing,Junior Developer,2018-07-14,27,3,45191.0,2,Masters,NA,NA,0.0,0.0,NA,4,2,0,T002,React and Redux,10.0,19.0,0.0,
5273,E2461,Emily Williams,Marketing,Junior Developer,2018-07-14,27,3,45191.0,2,Masters,NA,NA,0.0,0.0,NA,4,2,0,T014,Python for Data Analysis,67.0,41.0,1.0,
5274,E2462,Kenneth Walsh,Finance,Junior Developer,2007-12-01,25,4,44282.0,2,Masters,NA,NA,0.0,0.0,NA,19,2,1,NA,NA,0.0,0.0,0.0,
5275,E2463,Joseph Cortez,HR,Mid-level Developer,2023-03-04,32,6,77429.0,1,Masters,S004,Docker,2.0,1.0,Yes,30,3,0,NA,NA,0.0,0.0,0.0,full_stack
5276,E2463,Joseph Cortez,HR,Mid-level Developer,2023-03-04,32,6,77429.0,1,Masters,S009,Data Visualization,9.0,8.0,No,30,3,0,NA,NA,0.0,0.0,0.0,data
5277,E2464,Mark White,HR,Junior Developer,2012-12-09,28,4,49718.0,0,Bachelors,S013,Financial Modeling,10.0,6.0,Yes,23,3,0,NA,NA,0.0,0.0,0.0,consulting
5278,E2465,William Gutierrez,Marketing,Senior Developer,2005-11-29,39,10,71840.0,2,MBA,S006,Python,8.0,8.0,No,25,2,1,NA,NA,0.0,0.0,0.0,data
5279,E2465,William Gutierrez,Marketing,Senior Developer,2005-11-29,39,10,71840.0,2,MBA,S005,HTML/CSS,3.0,2.0,No,25,2,1,NA,NA,0.0,0.0,0.0,full_stack
5280,E2466,Alexandria Beck,Marketing,Mid-level Developer,2008-11-21,37,6,57190.0,1,Bachelors,NA,NA,0.0,0.0,NA,30,2,1,T005,Full-Stack Web Development,61.0,35.0,1.0,
5281,E2467,Heather Thompson,Sales,Mid-level Developer,2020-11-07,36,6,70086.0,2,MBA,NA,NA,0.0,0.0,NA,9,3,0,NA,NA,0.0,0.0,0.0,
5282,E2468,Leslie Kent,Engineering,Senior Developer,2017-09-06,32,10,67794.0,2,Masters,NA,NA,0.0,0.0,NA,10,1,0,T008,Data Science Bootcamp,18.0,49.0,1.0,
5283,E2469,Kenneth Gill,Sales,Senior Developer,2007-04-05,36,10,78359.0,2,MBA,S002,React,3.0,3.0,Yes,4,1,1,T002,React and Redux,83.0,56.0,1.0,full_stack
5284,E2469,Kenneth Gill,Sales,Senior Developer,2007-04-05,36,10,78359.0,2,MBA,S002,React,3.0,3.0,Yes,4,1,1,T004,Client Relationship Management,47.0,19.0,1.0,full_stack
5285,E2470,John Garcia,Sales,Senior Developer,2014-07-01,35,10,71600.0,0,Masters,NA,NA,0.0,0.0,NA,15,1,0,T001,SQL Mastery,5.0,85.0,1.0,
5286,E2470,John Garcia,Sales,Senior Developer,2014-07-01,35,10,71600.0,0,Masters,NA,NA,0.0,0.0,NA,15,1,0,T013,Advanced Data Visualization,33.0,12.0,0.0,
5287,E2471,Tiffany Johnson,Finance,Senior Developer,2007-04-03,32,10,60431.0,1,Masters,NA,NA,0.0,0.0,NA,13,3,1,T003,Business Process Management,81.0,15.0,1.0,
5288,E2471,Tiffany Johnson,Finance,Senior Developer,2007-04-03,32,10,60431.0,1,Masters,NA,NA,0.0,0.0,NA,13,3,1,T013,Advanced Data Visualization,26.0,13.0,0.0,
5289,E2471,Tiffany Johnson,Finance,Senior Developer,2007-04-03,32,10,60431.0,1,Masters,NA,NA,0.0,0.0,NA,13,3,1,T010,Node.js Masterclass,13.0,19.0,0.0,
5290,E2472,Nicole Jackson,Finance,Manager,2007-04-12,45,20,100032.0,2,MBA,S012,Project Management,8.0,12.0,No,15,3,0,NA,NA,0.0,0.0,0.0,consulting
5291,E2472,Nicole Jackson,Finance,Manager,2007-04-12,45,20,100032.0,2,MBA,S004,Docker,1.0,2.0,Yes,15,3,0,NA,NA,0.0,0.0,0.0,full_stack
5292,E2473,Steven Nunez,Engineering,Mid-level Developer,2006-03-05,30,6,79309.0,0,Masters,S002,React,1.0,3.0,Yes,8,5,1,T008,Data Science Bootcamp,6.0,9.0,0.0,full_stack
5293,E2473,Steven Nunez,Engineering,Mid-level Developer,2006-03-05,30,6,79309.0,0,Masters,S002,React,1.0,3.0,Yes,8,5,1,T004,Client Relationship Management,25.0,40.0,0.0,full_stack
5294,E2473,Steven Nunez,Engineering,Mid-level Developer,2006-03-05,30,6,79309.0,0,Masters,S002,React,1.0,3.0,Yes,8,5,1,T007,Machine Learning Basics,37.0,30.0,0.0,full_stack
5295,E2473,Steven Nunez,Engineering,Mid-level Developer,2006-03-05,30,6,79309.0,0,Masters,S002,React,1.0,3.0,Yes,8,5,1,T004,Client Relationship Management,5.0,35.0,1.0,full_stack
5296,E2474,Carlos Silva,Marketing,Junior Developer,2016-04-01,28,4,39394.0,2,Bachelors,S008,Machine Learning,8.0,8.0,No,8,1,0,T007,Machine Learning Basics,2.0,30.0,0.0,data
5297,E2475,Tiffany Khan,Engineering,Junior Developer,2006-10-09,23,0,31969.0,0,Masters,S011,Consulting Basics,10.0,8.0,No,11,1,0,T015,Project Management for Consultants,69.0,10.0,1.0,consulting
5298,E2476,Gina Moore,HR,Senior Developer,2021-09-14,36,10,57637.0,2,Masters,S008,Machine Learning,10.0,9.0,No,25,3,1,T013,Advanced Data Visualization,8.0,94.0,1.0,data
5299,E2476,Gina Moore,HR,Senior Developer,2021-09-14,36,10,57637.0,2,Masters,S013,Financial Modeling,1.0,2.0,Yes,25,3,1,T013,Advanced Data Visualization,8.0,94.0,1.0,consulting
5300,E2477,Rebecca Jones,Marketing,Junior Developer,2012-07-24,26,4,49282.0,1,Bachelors,NA,NA,0.0,0.0,NA,26,2,1,T012,Advanced JavaScript,94.0,72.0,1.0,
5301,E2477,Rebecca Jones,Marketing,Junior Developer,2012-07-24,26,4,49282.0,1,Bachelors,NA,NA,0.0,0.0,NA,26,2,1,T011,Consulting Essentials,66.0,20.0,1.0,
5302,E2477,Rebecca Jones,Marketing,Junior Developer,2012-07-24,26,4,49282.0,1,Bachelors,NA,NA,0.0,0.0,NA,26,2,1,T011,Consulting Essentials,49.0,82.0,1.0,
5303,E2478,Robert Christensen,Engineering,Senior Developer,2014-03-26,41,11,112081.0,1,Bachelors,S004,Docker,10.0,8.0,No,20,4,0,NA,NA,0.0,0.0,0.0,full_stack
5304,E2478,Robert Christensen,Engineering,Senior Developer,2014-03-26,41,11,112081.0,1,Bachelors,S007,SQL,10.0,11.0,Yes,20,4,0,NA,NA,0.0,0.0,0.0,data
5305,E2479,Melissa Hernandez,Marketing,Mid-level Developer,2012-10-30,30,6,51304.0,2,Masters,S010,Big Data,6.0,11.0,Yes,2,4,0,T008,Data Science Bootcamp,12.0,3.0,0.0,data
5306,E2479,Melissa Hernandez,Marketing,Mid-level Developer,2012-10-30,30,6,51304.0,2,Masters,S010,Big Data,6.0,11.0,Yes,2,4,0,T014,Python for Data Analysis,39.0,12.0,0.0,data
5307,E2480,Misty Robertson,Finance,Mid-level Developer,2005-01-03,35,6,64063.87425149701,3,Masters,NA,NA,0.0,0.0,NA,8,4,1,T003,Business Process Management,22.0,36.0,0.0,
5308,E2481,Christopher Russell,Marketing,Senior Developer,2005-12-06,44,11,108905.0,3,Masters,S002,React,3.0,3.0,No,15,3,0,T010,Node.js Masterclass,88.0,5.0,1.0,full_stack
5309,E2481,Christopher Russell,Marketing,Senior Developer,2005-12-06,44,11,108905.0,3,Masters,S002,React,3.0,3.0,No,15,3,0,T014,Python for Data Analysis,32.0,1.0,0.0,full_stack
5310,E2482,Joy Brown,Sales,Mid-level Developer,2014-10-03,34,6,74123.0,3,Bachelors,S009,Data Visualization,2.0,1.0,No,1,3,1,T007,Machine Learning Basics,50.0,47.0,1.0,data
5311,E2482,Joy Brown,Sales,Mid-level Developer,2014-10-03,34,6,74123.0,3,Bachelors,S009,Data Visualization,4.0,4.0,No,1,3,1,T007,Machine Learning Basics,50.0,47.0,1.0,data
5312,E2483,Kenneth Phillips,Marketing,Manager,2008-06-29,41,20,85276.0,2,Bachelors,S004,Docker,10.0,10.0,No,24,2,1,T007,Machine Learning Basics,74.0,34.0,1.0,full_stack
5313,E2483,Kenneth Phillips,Marketing,Manager,2008-06-29,41,20,85276.0,2,Bachelors,S005,HTML/CSS,4.0,2.0,No,24,2,1,T007,Machine Learning Basics,74.0,34.0,1.0,full_stack
5314,E2484,Cody Fisher,Sales,Senior Developer,2010-04-29,34,10,51735.0,3,Masters,S001,JavaScript,5.0,2.0,No,17,2,1,T011,Consulting Essentials,14.0,8.0,0.0,full_stack
5315,E2485,Daniel Steele,Engineering,Senior Developer,2017-01-13,44,11,99991.8815642458,3,MBA,NA,NA,0.0,0.0,NA,3,3,1,T014,Python for Data Analysis,98.0,98.0,1.0,
5316,E2485,Daniel Steele,Engineering,Senior Developer,2017-01-13,44,11,99991.8815642458,3,MBA,NA,NA,0.0,0.0,NA,3,3,1,T014,Python for Data Analysis,2.0,38.0,0.0,
5317,E2486,David Aguirre,HR,Mid-level Developer,2013-04-30,33,6,55505.0,2,Masters,S001,JavaScript,10.0,12.0,No,25,2,0,NA,NA,0.0,0.0,0.0,full_stack
5318,E2487,Patricia Schmidt,Finance,Mid-level Developer,2011-08-01,39,6,55475.0,2,MBA,S009,Data Visualization,7.0,6.0,Yes,1,2,0,T008,Data Science Bootcamp,29.0,29.0,0.0,data
5319,E2487,Patricia Schmidt,Finance,Mid-level Developer,2011-08-01,39,6,55475.0,2,MBA,S009,Data Visualization,7.0,6.0,Yes,1,2,0,T009,DevOps with Docker,99.0,32.0,1.0,data
5320,E2487,Patricia Schmidt,Finance,Mid-level Developer,2011-08-01,39,6,55475.0,2,MBA,S009,Data Visualization,7.0,6.0,Yes,1,2,0,T002,React and Redux,31.0,69.0,1.0,data
5321,E2487,Patricia Schmidt,Finance,Mid-level Developer,2011-08-01,39,6,55475.0,2,MBA,S002,React,9.0,6.0,No,1,2,0,T008,Data Science Bootcamp,29.0,29.0,0.0,full_stack
5322,E2487,Patricia Schmidt,Finance,Mid-level Developer,2011-08-01,39,6,55475.0,2,MBA,S002,React,9.0,6.0,No,1,2,0,T009,DevOps with Docker,99.0,32.0,1.0,full_stack
5323,E2487,Patricia Schmidt,Finance,Mid-level Developer,2011-08-01,39,6,55475.0,2,MBA,S002,React,9.0,6.0,No,1,2,0,T002,React and Redux,31.0,69.0,1.0,full_stack
5324,E2487,Patricia Schmidt,Finance,Mid-level Developer,2011-08-01,39,6,55475.0,2,MBA,S008,Machine Learning,7.0,10.0,Yes,1,2,0,T008,Data Science Bootcamp,29.0,29.0,0.0,data
5325,E2487,Patricia Schmidt,Finance,Mid-level Developer,2011-08-01,39,6,55475.0,2,MBA,S008,Machine Learning,7.0,10.0,Yes,1,2,0,T009,DevOps with Docker,99.0,32.0,1.0,data
5326,E2487,Patricia Schmidt,Finance,Mid-level Developer,2011-08-01,39,6,55475.0,2,MBA,S008,Machine Learning,7.0,10.0,Yes,1,2,0,T002,React and Redux,31.0,69.0,1.0,data
5327,E2488,Paula Anderson,Finance,Mid-level Developer,2009-05-30,33,6,58614.0,3,MBA,S004,Docker,4.0,2.0,Yes,11,2,0,NA,NA,0.0,0.0,0.0,full_stack
5328,E2488,Paula Anderson,Finance,Mid-level Developer,2009-05-30,33,6,58614.0,3,MBA,S013,Financial Modeling,6.0,7.0,No,11,2,0,NA,NA,0.0,0.0,0.0,consulting
5329,E2488,Paula Anderson,Finance,Mid-level Developer,2009-05-30,33,6,58614.0,3,MBA,S005,HTML/CSS,5.0,3.0,Yes,11,2,0,NA,NA,0.0,0.0,0.0,full_stack
5330,E2489,Julia Foley,Sales,Junior Developer,2015-05-01,27,4,35688.0,2,Masters,NA,NA,0.0,0.0,NA,13,4,1,T005,Full-Stack Web Development,13.0,81.0,1.0,
5331,E2490,Michael Edwards,HR,Senior Developer,2014-07-20,35,10,50208.0,1,Masters,S001,JavaScript,4.0,4.0,No,6,3,0,NA,NA,0.0,0.0,0.0,full_stack
5332,E2491,Tara Dawson,Marketing,Manager,2008-11-06,47,20,107148.0,3,Masters,S012,Project Management,4.0,2.0,No,25,2,0,NA,NA,0.0,0.0,0.0,consulting
5333,E2492,Ariana Kirby,Finance,Manager,2020-02-04,40,20,84069.0,3,MBA,S004,Docker,6.0,10.0,No,19,1,0,NA,NA,0.0,0.0,0.0,full_stack
5334,E2493,Brenda Howard,HR,Senior Developer,2024-03-01,31,10,70875.0,0,MBA,S004,Docker,2.0,4.0,Yes,6,2,1,T014,Python for Data Analysis,15.0,40.0,0.0,full_stack
5335,E2493,Brenda Howard,HR,Senior Developer,2024-03-01,31,10,70875.0,0,MBA,S004,Docker,2.0,4.0,Yes,6,2,1,T001,SQL Mastery,3.0,27.0,0.0,full_stack
5336,E2494,Elizabeth Washington,Sales,Manager,2017-01-21,44,20,90426.0,0,MBA,S008,Machine Learning,1.0,2.0,Yes,5,4,1,T001,SQL Mastery,55.0,67.0,1.0,data
5337,E2495,Jose Vasquez,HR,Junior Developer,2018-05-11,24,0,23658.0,0,Bachelors,NA,NA,0.0,0.0,NA,23,1,1,T005,Full-Stack Web Development,38.0,80.0,1.0,
5338,E2496,Daniel Wise,Sales,Junior Developer,2017-07-20,25,4,44617.0,1,Bachelors,NA,NA,0.0,0.0,NA,24,3,0,T008,Data Science Bootcamp,1.0,100.0,1.0,
5339,E2496,Daniel Wise,Sales,Junior Developer,2017-07-20,25,4,44617.0,1,Bachelors,NA,NA,0.0,0.0,NA,24,3,0,T001,SQL Mastery,37.0,37.0,0.0,
5340,E2497,Cynthia Mills,Marketing,Mid-level Developer,2016-08-06,38,6,58525.0,1,Bachelors,NA,NA,0.0,0.0,NA,8,3,1,T003,Business Process Management,7.0,9.0,0.0,
5341,E2498,Kendra Sanchez,Engineering,Senior Developer,2013-06-22,31,10,71871.0,2,MBA,S008,Machine Learning,1.0,2.0,Yes,1,2,0,NA,NA,0.0,0.0,0.0,data
5342,E2499,Edward Johnson,Engineering,Mid-level Developer,2007-03-17,37,6,70557.0,3,Masters,S001,JavaScript,5.0,3.0,No,12,2,1,T009,DevOps with Docker,26.0,41.0,1.0,full_stack
5343,E2499,Edward Johnson,Engineering,Mid-level Developer,2007-03-17,37,6,70557.0,3,Masters,S004,Docker,6.0,9.0,Yes,12,2,1,T009,DevOps with Docker,26.0,41.0,1.0,full_stack
5344,E2500,Pamela King,Marketing,Junior Developer,2018-10-08,29,3,39366.0,0,Bachelors,S002,React,4.0,3.0,Yes,4,3,0,T004,Client Relationship Management,11.0,36.0,0.0,full_stack
5345,E2500,Pamela King,Marketing,Junior Developer,2018-10-08,29,3,39366.0,0,Bachelors,S002,React,4.0,3.0,Yes,4,3,0,T007,Machine Learning Basics,6.0,14.0,1.0,full_stack
5346,E2500,Pamela King,Marketing,Junior Developer,2018-10-08,29,3,39366.0,0,Bachelors,S002,React,4.0,3.0,Yes,4,3,0,T015,Project Management for Consultants,47.0,16.0,1.0,full_stack
5347,E2501,Molly Jimenez,Engineering,Senior Developer,2008-02-01,45,11,113719.0,3,Bachelors,S007,SQL,3.0,4.0,Yes,9,1,0,T013,Advanced Data Visualization,90.0,31.0,1.0,data
5348,E2501,Molly Jimenez,Engineering,Senior Developer,2008-02-01,45,11,113719.0,3,Bachelors,S007,SQL,3.0,4.0,Yes,9,1,0,T009,DevOps with Docker,35.0,79.0,1.0,data
